Category,Date,Total Export Value,China Export Value,Total Import Value,China Import Value
041 Wheat,2020-02,306450.8790000001,43365.895,79.002,
041 Wheat,2020-03,434350.056,155966.69,21314.203,
041 Wheat,2020-04,360605.32500000007,60735.851,62.941,
041 Wheat,2020-05,323421.9,95131.97,20847.637,
041 Wheat,2020-06,421569.591,93733.07,22378.329,
041 Wheat,2020-07,169731.617,1310.474,41427.782,
041 Wheat,2020-08,145364.059,23186.06,19676.313,
041 Wheat,2020-09,168169.703,535.155,20172.395,
041 Wheat,2020-10,139367.59600000002,1166.7,53.559000000000005,
041 Wheat,2020-11,172912.44100000002,1569.82,66.608,
041 Wheat,2020-12,806592.988,258624.72,49.116,
041 Wheat,2021-01,770440.0220000001,48870.75,76.02000000000001,
041 Wheat,2021-02,922376.561,1702.01,79.462,
042 Rice,2018-07,38632.971,,20600.609,172.154
042 Rice,2018-08,27909.739,,22372.704,95.463
042 Rice,2018-09,26671.525,,19742.544,130.453
042 Rice,2018-10,19477.004,,22611.020999999997,115.268
042 Rice,2018-11,18649.558,,20342.564000000002,162.548
042 Rice,2018-12,23183.379,,22762.94,180.748
042 Rice,2019-01,31065.022,,26141.293,320.055
042 Rice,2019-02,21438.709,,19701.596999999998,132.372
042 Rice,2019-03,19076.68,,17385.722999999994,87.812
042 Rice,2019-04,21076.71,,20150.796,94.336
042 Rice,2019-05,13294.72,,22385.399999999998,167.046
042 Rice,2019-06,12664.06,,22743.887,248.634
042 Rice,2019-07,11107.9,,28246.849,244.743
042 Rice,2020-01,6523.15,,29113.568,681.705
042 Rice,2020-02,7954.167,,23027.469,208.306
042 Rice,2020-03,13387.74,,26330.192000000003,301.489
042 Rice,2020-04,15793.05,,45544.457,653.43
042 Rice,2020-05,7035.33,,41130.53200000001,886.156
042 Rice,2020-06,4046.36,,43282.641,530.942
042 Rice,2020-07,2241.873,,37946.497,427.5
042 Rice,2020-08,3748.31,,26963.754999999997,180.842
042 Rice,2020-09,4030.1580000000004,,27080.472999999994,225.445
042 Rice,2020-10,3356.08,,27205.019,540.609
042 Rice,2020-11,2736.93,,29328.069000000007,166.294
042 Rice,2020-12,3609.642,,26995.898999999998,607.518
042 Rice,2021-01,1121.6019999999999,,19527.396000000004,276.002
042 Rice,2021-02,1957.7,,19837.007,148.166
043 Barley,2018-07,83355.73000000001,51127.704,22.191,20.092
043 Barley,2018-08,86356.87200000002,64078.356,1.03,
043 Barley,2018-09,30290.386,203.796,9.943000000000001,7.849
043 Barley,2018-10,11136.029000000002,185.486,35.713,35.713
043 Barley,2018-11,50102.431000000004,,36.232,27.036
043 Barley,2018-12,362461.61700000014,319352.824,13.072999999999999,12.059
043 Barley,2019-01,161857.25999999998,145436.282,13.896,9.874
043 Barley,2019-02,180711.81300000005,138885.568,33.443,33.443
043 Barley,2019-03,146019.942,104644.22,14.774000000000001,7.723
043 Barley,2019-04,116491.29399999998,44940.71,18.527,16.337
043 Barley,2019-05,113800.57400000002,28403.32,11.629,11.629
043 Barley,2019-06,39248.331000000006,19038.86,2.2960000000000003,
043 Barley,2019-07,71009.73800000001,21986.02,39.306,33.224
043 Barley,2020-01,134315.635,73366.195,24.848,24.848
043 Barley,2020-02,112451.837,57269.436,26.151,26.151
043 Barley,2020-03,94331.956,47875.02,16.399,3.994
043 Barley,2020-04,239534.459,178751.594,20.923,20.923
043 Barley,2020-05,96918.19900000001,83150.66,15.242,13.284
043 Barley,2020-06,65571.25300000001,1094.91,29.836,29.836
043 Barley,2020-07,63148.063,33156.115,21.396,7.851
043 Barley,2020-08,68279.514,9413.92,24.926000000000002,13.672
043 Barley,2020-09,57030.00600000001,11086.87,11.062999999999999,4.567
043 Barley,2020-10,41356.146,,13.931,7.317
043 Barley,2020-11,81927.99799999999,9807.05,20.079,11.996
043 Barley,2020-12,261589.57099999997,,27.139000000000003,17.364
043 Barley,2021-01,246820.191,,18.334,15.766
043 Barley,2021-02,246573.23,,7.379,3.831
044 Maize,2018-07,4234.902,,450.27299999999997,
044 Maize,2018-08,4581.616999999999,,95.85999999999999,
044 Maize,2018-09,1263.18,15.84,235.197,
044 Maize,2018-10,1503.557,,276.538,
044 Maize,2018-11,6232.186000000001,,177.00599999999997,
044 Maize,2018-12,873.7410000000001,13.69,76.97500000000001,
044 Maize,2019-01,401.609,27.379,337.582,
044 Maize,2019-02,5242.443,27.379,91.374,
044 Maize,2019-03,607.772,30.69,91.231,
044 Maize,2019-04,352.05299999999994,,2906.421,
044 Maize,2019-05,6488.918,27.379,1242.6509999999998,
044 Maize,2019-06,827.9970000000001,27.379,416.52299999999997,1.092
044 Maize,2019-07,410.51000000000005,30.69,302.694,
044 Maize,2020-01,423.843,,476.844,
044 Maize,2020-02,483.229,,386.822,
044 Maize,2020-03,728.7669999999999,,464.60299999999995,
044 Maize,2020-04,1082.751,27.408,223.017,
044 Maize,2020-05,785.8059999999999,,147.70999999999998,
044 Maize,2020-06,334.16499999999996,,285.65,
044 Maize,2020-07,824.3969999999999,,754.479,
044 Maize,2020-08,1559.727,30.393,454.665,
044 Maize,2020-09,2368.1539999999995,,1015.444,
044 Maize,2020-10,5611.692,,393.029,
044 Maize,2020-11,5031.103999999999,,530.47,
044 Maize,2020-12,5097.142999999999,32.909,325.457,
044 Maize,2021-01,680.735,,131.07999999999998,
044 Maize,2021-02,950.2489999999999,,181.584,
045 Other cereals,2018-07,45501.29,43793.623,858.192,184.509
045 Other cereals,2018-08,9846.309999999998,8313.465,885.151,100.659
045 Other cereals,2018-09,4472.634000000001,3486.631,664.218,83.813
045 Other cereals,2018-10,1454.9759999999999,1012.458,1068.482,113.698
045 Other cereals,2018-11,1454.9680000000003,4.484,1105.012,115.282
045 Other cereals,2018-12,1134.174,,1283.071,122.096
045 Other cereals,2019-01,679.9509999999999,,1685.196,186.311
045 Other cereals,2019-02,714.2639999999999,14.872,1686.9080000000004,43.525
045 Other cereals,2019-03,3248.306000000001,970.102,1035.1860000000001,79.698
045 Other cereals,2019-04,2749.9330000000004,532.649,1474.523,136.302
045 Other cereals,2019-05,6844.057000000001,3980.95,1556.6979999999999,162.03
045 Other cereals,2019-06,9845.262,7150.6,1646.257,126.746
045 Other cereals,2019-07,8075.192,6047.64,1172.8899999999999,112.082
045 Other cereals,2020-01,1344.79,,2058.957,297.888
045 Other cereals,2020-02,1539.921,32.71,1465.752,101.006
045 Other cereals,2020-03,1834.1610000000005,38.284,2286.618,19.903
045 Other cereals,2020-04,2216.3260000000005,18.237,2659.115,171.491
045 Other cereals,2020-05,4034.3419999999987,98.595,1257.631,172.137
045 Other cereals,2020-06,4965.723,2390.31,2351.503,340.08
045 Other cereals,2020-07,20450.304,13610.465,895.377,74.058
045 Other cereals,2020-08,20168.006,13974,1340.58,93.146
045 Other cereals,2020-09,27939.040999999997,14387.46,1008.2080000000001,113.78
045 Other cereals,2020-10,21070.464,16481.2,792.438,74.368
045 Other cereals,2020-11,20747.045,17194.78,957.913,150.719
045 Other cereals,2020-12,17564.581000000002,13096.6,1070.3760000000002,243.894
045 Other cereals,2021-01,30034.342,9701.14,848.2860000000001,23.568
045 Other cereals,2021-02,28864.365999999998,11666.8,1578.502,167.478
046 Wheat flour,2018-07,2181.998,284.626,4035.397,69.551
046 Wheat flour,2018-08,2033.4759999999999,164.644,1656.475,43.999
046 Wheat flour,2018-09,1651.5949999999996,205.849,1796.1739999999995,13.908
046 Wheat flour,2018-10,2482.0299999999997,268.441,2464.292,58.955
046 Wheat flour,2018-11,1976.5170000000003,114.912,1936.8680000000002,26.36
046 Wheat flour,2018-12,1742.7329999999997,195.908,2310.0660000000007,33.987
046 Wheat flour,2019-01,1276.651,153.002,2951.206,98.683
046 Wheat flour,2019-02,2751.5389999999998,294.334,2463.206,7.213
046 Wheat flour,2019-03,1718.285,342.311,2203.681,16.607
046 Wheat flour,2019-04,1764.1560000000002,366.282,2182.319,18.872
046 Wheat flour,2019-05,2674.777,193.772,2408.7180000000003,84.11
046 Wheat flour,2019-06,1852.9510000000002,240.099,2035.287,19.229
046 Wheat flour,2019-07,1784.289,325.654,2470.5249999999996,40.236
046 Wheat flour,2020-01,900.6280000000002,158.008,2411.096,36.862
046 Wheat flour,2020-02,1230.61,149.114,2384.422,8.406
046 Wheat flour,2020-03,1907.273,198.97,2410.355,34.001
046 Wheat flour,2020-04,2372.599,342.177,3236.743,76.174
046 Wheat flour,2020-05,2766.5870000000004,377.249,2237.71,68.534
046 Wheat flour,2020-06,2054.213,324.853,4125.236000000001,73.697
046 Wheat flour,2020-07,1385.0169999999998,,3646.933,70.164
046 Wheat flour,2020-08,1736.23,197.51,3392.623,22.215
046 Wheat flour,2020-09,1933.2060000000004,105.388,2938.7490000000003,20.092
046 Wheat flour,2020-10,1636.723,262.886,3150.2409999999995,76.332
046 Wheat flour,2020-11,993.7819999999998,171.929,3651.58,15.98
046 Wheat flour,2020-12,1413.1390000000001,365.987,2662.5629999999996,22.227
046 Wheat flour,2021-01,1012.209,390.523,1999.029,11.128
046 Wheat flour,2021-02,1093.205,110.124,2169.7400000000002,103.789
047 Other cereal flours,2018-07,1174.313,,2019.906,86.477
047 Other cereal flours,2018-08,654.623,11.09,1798.6700000000003,15.641
047 Other cereal flours,2018-09,720.5929999999998,39.157,1637.9099999999999,14.642
047 Other cereal flours,2018-10,581.0629999999999,23.233,2018.897,48.632
047 Other cereal flours,2018-11,559.4879999999999,33.822,1836.1419999999998,88.882
047 Other cereal flours,2018-12,1019.453,10.679,1948.972,71.604
047 Other cereal flours,2019-01,392.78700000000003,,2237.352,58.129
047 Other cereal flours,2019-02,815.0980000000001,17.944,1346.69,65.875
047 Other cereal flours,2019-03,779.082,,1696.7789999999998,33.691
047 Other cereal flours,2019-04,1041.534,10.671,1764.655,55.965
047 Other cereal flours,2019-05,803.38,11.125,1843.5700000000002,47.852
047 Other cereal flours,2019-06,709.9519999999999,21.794,2061.701,41.377
047 Other cereal flours,2019-07,1043.373,12.771,2815.0770000000007,64.331
047 Other cereal flours,2020-01,837.32,10.665,2340.567,40.149
047 Other cereal flours,2020-02,1895.3000000000002,10.664,2324.159,30.741
047 Other cereal flours,2020-03,1401.4649999999995,11.1,2477.7050000000004,11.784
047 Other cereal flours,2020-04,1054.147,11.665,3409.658,65.413
047 Other cereal flours,2020-05,963.9440000000001,10.879,3363.545,106.082
047 Other cereal flours,2020-06,1154.781,33.28,3005.960000000001,63.539
047 Other cereal flours,2020-07,1222.7549999999999,22.65,7378.758000000001,26.924
047 Other cereal flours,2020-08,1153.9,101.438,3205.0770000000007,69.179
047 Other cereal flours,2020-09,1159.0570000000002,53.05,2038.9590000000005,46.081
047 Other cereal flours,2020-10,1248.36,46.425,2924.206999999999,66.39
047 Other cereal flours,2020-11,1143.343,17.618,2430.9069999999997,64.803
047 Other cereal flours,2020-12,1682.7019999999998,,2885.088,94.349
047 Other cereal flours,2021-01,1900.91,,1838.3040000000003,23.115
047 Other cereal flours,2021-02,1884.768,22.274,1910.8820000000007,15.575
048 Cereal preparations,2018-07,77689.749,2638.115,96437.74900000004,6836.378
048 Cereal preparations,2018-08,73685.272,3064.552,122008.87700000002,8222.775
048 Cereal preparations,2018-09,79731.88499999998,4063.131,112935.775,6111.698
048 Cereal preparations,2018-10,83499.40399999998,4874.695,126996.29099999998,5959.751
048 Cereal preparations,2018-11,74221.28399999999,4907.324,115279.08200000004,7753.649
048 Cereal preparations,2018-12,64975.32300000001,4866.335,98028.224,6520.511
048 Cereal preparations,2019-01,72393.592,2213.251,103152.91399999999,7053.234
048 Cereal preparations,2019-02,66738.175,1859.79,87115.772,5575.137
048 Cereal preparations,2019-03,79006.72199999998,4594.74,91860.106,5506.465
048 Cereal preparations,2019-04,83562.231,4999.3,98167.46999999999,6055.328
048 Cereal preparations,2019-05,96223.921,4712.55,117662.85200000003,7104.338
048 Cereal preparations,2019-06,77382.33199999998,5180.41,97824.513,6712.933
048 Cereal preparations,2019-07,73098.10600000001,3546.53,120839.78200000004,7850.292
048 Cereal preparations,2020-01,76839.035,5277.972,112868.077,8737.021
048 Cereal preparations,2020-02,77031.597,4708.173,97233.48100000001,3007.161
048 Cereal preparations,2020-03,92262.36899999999,5988.69,118927.86100000002,5007.62
048 Cereal preparations,2020-04,66710.496,5095.373,120816.55200000001,7432.526
048 Cereal preparations,2020-05,56684.29200000001,6009.61,108063.06499999997,6366.86
048 Cereal preparations,2020-06,70867.61,6283.56,122916.70399999998,8036.61
048 Cereal preparations,2020-07,77780.80400000002,7637.22,126256.05900000001,7623.278
048 Cereal preparations,2020-08,89521.12000000001,8171.72,128108.972,6626.49
048 Cereal preparations,2020-09,80895.66899999998,12069.93,123121.49700000002,6309.82
048 Cereal preparations,2020-10,81078.68599999999,8514.25,127460.31799999998,6275.67
048 Cereal preparations,2020-11,91565.518,7586.56,128773.651,6602.88
048 Cereal preparations,2020-12,72164.87,6624.7,127076.20800000003,6761.72
048 Cereal preparations,2021-01,76710.042,4684.64,106986.33600000002,5008.38
048 Cereal preparations,2021-02,84201.38799999999,6083.02,101140.73900000003,5352.66
"054 Vegetables, f.c.f.",2018-07,85416.37,3315.783,23277.96500000001,4342.966
"054 Vegetables, f.c.f.",2018-08,79671.60799999998,1280.824,24315.11999999999,4326.858
"054 Vegetables, f.c.f.",2018-09,88298.70100000003,282.047,20482.013000000006,3512.079
"054 Vegetables, f.c.f.",2018-10,70227.59999999999,658.554,22685.583999999995,4000.814
"054 Vegetables, f.c.f.",2018-11,76891.269,434.245,21215.891,4964.539
"054 Vegetables, f.c.f.",2018-12,107318.995,387.82,17891.684,3840.151
"054 Vegetables, f.c.f.",2019-01,103116.211,575.523,24974.77300000001,5413.508
"054 Vegetables, f.c.f.",2019-02,128444.097,458.479,24540.914999999997,3909.976
"054 Vegetables, f.c.f.",2019-03,128638.949,1635.94,27577.499,4433.464
"054 Vegetables, f.c.f.",2019-04,115852.87000000001,3668.76,27514.42,6259.473
"054 Vegetables, f.c.f.",2019-05,94618.33200000001,1111.22,31861.17299999999,6191.575
"054 Vegetables, f.c.f.",2019-06,115449.164,762.206,28836.977999999992,4984.033
"054 Vegetables, f.c.f.",2019-07,85514.906,384.244,28609.285999999993,5899.483
"054 Vegetables, f.c.f.",2020-01,135495.03699999998,187.466,25627.274,4817.844
"054 Vegetables, f.c.f.",2020-02,174092.883,81.28,27930.640000000003,4093.42
"054 Vegetables, f.c.f.",2020-03,150254.22999999998,2.448,31174.12200000001,6135.43
"054 Vegetables, f.c.f.",2020-04,110469.77799999998,538.058,32345.998000000007,7875.004
"054 Vegetables, f.c.f.",2020-05,164557.54299999998,22785.45,35746.45100000001,6199.29
"054 Vegetables, f.c.f.",2020-06,127205.12599999999,14603.24,33543.386000000006,6478.19
"054 Vegetables, f.c.f.",2020-07,102881.267,5897.182,32946.78800000001,7137.095
"054 Vegetables, f.c.f.",2020-08,80741.123,3583.16,27578.000000000007,4840.87
"054 Vegetables, f.c.f.",2020-09,79189.86700000001,1409.6,21047.102,4315.4
"054 Vegetables, f.c.f.",2020-10,105478.29599999999,1998.01,23738.098000000005,5258.7
"054 Vegetables, f.c.f.",2020-11,128228.63399999998,3059.68,21641.857,5209.35
"054 Vegetables, f.c.f.",2020-12,206300.48600000003,2089.13,28105.82,5952.3
"054 Vegetables, f.c.f.",2021-01,249855.17600000004,107.19,24661.929999999997,5342.6
"054 Vegetables, f.c.f.",2021-02,201527.49500000005,1344.42,25197.001999999997,5879.04
"056 Vegetables, prepared or preserved",2018-07,6085.436,227.469,61370.583000000006,7330.982
"056 Vegetables, prepared or preserved",2018-08,7584.531000000001,148.768,61359.317,6841.742
"056 Vegetables, prepared or preserved",2018-09,10069.576,147.593,58162.665,6450.397
"056 Vegetables, prepared or preserved",2018-10,10064.352,155.344,69241.16900000004,7736.311
"056 Vegetables, prepared or preserved",2018-11,6017.526,211.217,64374.52599999998,7821.596
"056 Vegetables, prepared or preserved",2018-12,6475.190000000001,359.943,60417.376,7379.707
"056 Vegetables, prepared or preserved",2019-01,4428.755,172.008,74932.994,8824.987
"056 Vegetables, prepared or preserved",2019-02,4627.166,148.56,53444.929,6924.178
"056 Vegetables, prepared or preserved",2019-03,6234.2970000000005,189.1,60881.84699999998,5698.261
"056 Vegetables, prepared or preserved",2019-04,6853.032999999999,631.81,65742.03300000001,7027.514
"056 Vegetables, prepared or preserved",2019-05,6924.798000000001,333.063,70893.595,8505.078
"056 Vegetables, prepared or preserved",2019-06,6716.932,124.77,60704.495,6778.194
"056 Vegetables, prepared or preserved",2019-07,5114.803,281.332,66795.03000000003,7722.899
"056 Vegetables, prepared or preserved",2020-01,6178.7080000000005,69.921,63350.01599999998,8604.35
"056 Vegetables, prepared or preserved",2020-02,7127.853000000002,10.572,55237.628,5731.381
"056 Vegetables, prepared or preserved",2020-03,8541.260999999999,46.208,71254.02699999997,8530.14
"056 Vegetables, prepared or preserved",2020-04,9021.074999999997,118.71,89454.091,15625.151
"056 Vegetables, prepared or preserved",2020-05,8872.02,274.538,81931.80499999998,12744.64
"056 Vegetables, prepared or preserved",2020-06,9176.176,578.072,80922.48300000001,11567.67
"056 Vegetables, prepared or preserved",2020-07,7623.756000000001,352.003,76304.26499999998,10997.352
"056 Vegetables, prepared or preserved",2020-08,10549.622999999998,281.213,63938.75999999998,11043.92
"056 Vegetables, prepared or preserved",2020-09,9824.024,200.45,56863.174999999996,8130.94
"056 Vegetables, prepared or preserved",2020-10,9987.891,257.99,68777.48599999999,10079.27
"056 Vegetables, prepared or preserved",2020-11,8941.063000000002,7.318,75119.065,12138.76
"056 Vegetables, prepared or preserved",2020-12,7735.284999999999,141.293,81432.98499999997,10737.62
"056 Vegetables, prepared or preserved",2021-01,5535.902000000002,29.12,66264.95499999997,8720.03
"056 Vegetables, prepared or preserved",2021-02,9062.704999999998,586.063,64640.36599999999,9634.62
057 Fruit & nuts,2018-07,278810.23,73893.707,72202.897,2251.172
057 Fruit & nuts,2018-08,273249.65299999993,82811.937,87113.654,1866.281
057 Fruit & nuts,2018-09,188868.28300000002,59502.596,88167.92599999999,2431.346
057 Fruit & nuts,2018-10,120061.48000000004,27892.486,94578.75200000001,4108.774
057 Fruit & nuts,2018-11,117490.25600000001,29128.993,73845.725,2930.565
057 Fruit & nuts,2018-12,142207.262,47734.898,87069.063,3124.025
